any;comarca o Aran;concepte;estat;valor
2020;Selva;estrangers de països de renda baixa o mitjana (%);;16,6
2020;Selva;renda mitjana per persona (€);;11880
2020;Solsonès;població ocupada (%);;70,4
2020;Solsonès;treballadors de baixa qualificació (%);;16,8
2020;Solsonès;població amb estudis baixos (%);;17,4
2020;Solsonès;població jove sense estudis postobligatoris (%);;26,8
2020;Solsonès;estrangers de països de renda baixa o mitjana (%);;10
2020;Solsonès;renda mitjana per persona (€);;12980
2020;Tarragonès;població ocupada (%);;58,1
2020;Tarragonès;treballadors de baixa qualificació (%);;11
2020;Tarragonès;població amb estudis baixos (%);;13,5
2020;Tarragonès;població jove sense estudis postobligatoris (%);;31,5
2020;Tarragonès;estrangers de països de renda baixa o mitjana (%);;15,9
2020;Tarragonès;renda mitjana per persona (€);;13071
2020;Terra Alta;població ocupada (%);;67,2
2020;Terra Alta;treballadors de baixa qualificació (%);;15,2
2020;Terra Alta;població amb estudis baixos (%);;23,7
2020;Terra Alta;població jove sense estudis postobligatoris (%);;28,9
2020;Terra Alta;estrangers de països de renda baixa o mitjana (%);;10,9
2020;Terra Alta;renda mitjana per persona (€);;11225
2020;Urgell;població ocupada (%);;67
2020;Urgell;treballadors de baixa qualificació (%);;17,5
2020;Urgell;població amb estudis baixos (%);;15,8
2020;Urgell;població jove sense estudis postobligatoris (%);;31,8
2020;Urgell;estrangers de països de renda baixa o mitjana (%);;18,2
2020;Urgell;renda mitjana per persona (€);;12276
2020;Vallès Occidental;població ocupada (%);;66,4
2020;Vallès Occidental;treballadors de baixa qualificació (%);;11
2020;Vallès Occidental;població amb estudis baixos (%);;12,9
2020;Vallès Occidental;població jove sense estudis postobligatoris (%);;26,2
2020;Vallès Occidental;estrangers de països de renda baixa o mitjana (%);;9,7
2020;Vallès Occidental;renda mitjana per persona (€);;14490
2020;Vallès Oriental;població ocupada (%);;67,4
2020;Vallès Oriental;treballadors de baixa qualificació (%);;13,1
2020;Vallès Oriental;població amb estudis baixos (%);;13,3
2020;Vallès Oriental;població jove sense estudis postobligatoris (%);;27
2020;Vallès Oriental;estrangers de països de renda baixa o mitjana (%);;8,1
2020;Vallès Oriental;renda mitjana per persona (€);;14186
2021;Alt Camp;població ocupada (%);;65,1
2021;Alt Camp;treballadors de baixa qualificació (%);;13,9
2021;Alt Camp;població amb estudis baixos (%);b;15,5
2021;Alt Camp;població jove sense estudis postobligatoris (%);b;30,9
2021;Alt Camp;estrangers de països de renda baixa o mitjana (%);b;12
2021;Alt Camp;renda mitjana per persona (€);;13322
2021;Alt Empordà;població ocupada (%);;61,6
2021;Alt Empordà;treballadors de baixa qualificació (%);;17,2
2021;Alt Empordà;població amb estudis baixos (%);b;20
2021;Alt Empordà;població jove sense estudis postobligatoris (%);b;41,1
2021;Alt Empordà;estrangers de països de renda baixa o mitjana (%);b;17,8
2021;Alt Empordà;renda mitjana per persona (€);;12458
2021;Alt Penedès;població ocupada (%);;68,7
2021;Alt Penedès;treballadors de baixa qualificació (%);;12,3
2021;Alt Penedès;població amb estudis baixos (%);b;15,6
2021;Alt Penedès;població jove sense estudis postobligatoris (%);b;27,8
2021;Alt Penedès;estrangers de països de renda baixa o mitjana (%);b;9,5
2021;Alt Penedès;renda mitjana per persona (€);;14320
2021;Alt Urgell;població ocupada (%);;56,7
2021;Alt Urgell;treballadors de baixa qualificació (%);;16,3
2021;Alt Urgell;població amb estudis baixos (%);b;16
2021;Alt Urgell;població jove sense estudis postobligatoris (%);b;26,9
2021;Alt Urgell;estrangers de països de renda baixa o mitjana (%);b;8,2
2021;Alt Urgell;renda mitjana per persona (€);;12145
2021;Alta Ribagorça;població ocupada (%);;65,7
2021;Alta Ribagorça;treballadors de baixa qualificació (%);;10,3
2021;Alta Ribagorça;població amb estudis baixos (%);b;15,7
2021;Alta Ribagorça;població jove sense estudis postobligatoris (%);b;21,1
2021;Alta Ribagorça;estrangers de països de renda baixa o mitjana (%);b;11,3
2021;Alta Ribagorça;renda mitjana per persona (€);;14287
2021;Anoia;població ocupada (%);;66
2021;Anoia;treballadors de baixa qualificació (%);;12,8
2021;Anoia;població amb estudis baixos (%);b;14,9
2021;Anoia;població jove sense estudis postobligatoris (%);b;30
2021;Anoia;estrangers de països de renda baixa o mitjana (%);b;8,5
2021;Anoia;renda mitjana per persona (€);;13554
2021;Aran;població ocupada (%);;63,1
2021;Aran;treballadors de baixa qualificació (%);;8,4
2021;Aran;població amb estudis baixos (%);b;10
2021;Aran;població jove sense estudis postobligatoris (%);b;22
2021;Aran;estrangers de països de renda baixa o mitjana (%);b;13,6
2021;Aran;renda mitjana per persona (€);;14579
2021;Bages;població ocupada (%);;65
2021;Bages;treballadors de baixa qualificació (%);;14,2
2021;Bages;població amb estudis baixos (%);b;15,8
2021;Bages;població jove sense estudis postobligatoris (%);b;30,4
2021;Bages;estrangers de països de renda baixa o mitjana (%);b;11,6
2021;Bages;renda mitjana per persona (€);;14117
2021;Baix Camp;població ocupada (%);;62,9
2021;Baix Camp;treballadors de baixa qualificació (%);;12,5
2021;Baix Camp;població amb estudis baixos (%);b;15,5
2021;Baix Camp;població jove sense estudis postobligatoris (%);b;29,3
2021;Baix Camp;estrangers de països de renda baixa o mitjana (%);b;13,8
2021;Baix Camp;renda mitjana per persona (€);;13265
2021;Baix Ebre;població ocupada (%);;61,7
2021;Baix Ebre;treballadors de baixa qualificació (%);;15,5
2021;Baix Ebre;població amb estudis baixos (%);b;20,1
2021;Baix Ebre;població jove sense estudis postobligatoris (%);b;33,2
2021;Baix Ebre;estrangers de països de renda baixa o mitjana (%);b;13,9
2021;Baix Ebre;renda mitjana per persona (€);;12134
2021;Baix Empordà;població ocupada (%);;63,4
2021;Baix Empordà;treballadors de baixa qualificació (%);;15,7
2021;Baix Empordà;població amb estudis baixos (%);b;17,3
2021;Baix Empordà;població jove sense estudis postobligatoris (%);b;34,1
2021;Baix Empordà;estrangers de països de renda baixa o mitjana (%);b;15,3
2021;Baix Empordà;renda mitjana per persona (€);;13151
2021;Baix Llobregat;població ocupada (%);;68,1
2021;Baix Llobregat;treballadors de baixa qualificació (%);;11,2
2021;Baix Llobregat;població amb estudis baixos (%);b;14,6
2021;Baix Llobregat;població jove sense estudis postobligatoris (%);b;23,1
2021;Baix Llobregat;estrangers de països de renda baixa o mitjana (%);b;8,5
2021;Baix Llobregat;renda mitjana per persona (€);;15128
2021;Baix Penedès;població ocupada (%);;59,9
2021;Baix Penedès;treballadors de baixa qualificació (%);;14,8
2021;Baix Penedès;població amb estudis baixos (%);b;16
2021;Baix Penedès;població jove sense estudis postobligatoris (%);b;35,5
2021;Baix Penedès;estrangers de països de renda baixa o mitjana (%);b;12,1
2021;Baix Penedès;renda mitjana per persona (€);;12525
2021;Barcelonès;població ocupada (%);;63,5
2021;Barcelonès;treballadors de baixa qualificació (%);;9,9
2021;Barcelonès;població amb estudis baixos (%);b;14,8
2021;Barcelonès;població jove sense estudis postobligatoris (%);b;20,9
2021;Barcelonès;estrangers de països de renda baixa o mitjana (%);b;14,3
2021;Barcelonès;renda mitjana per persona (€);;15871
2021;Berguedà;població ocupada (%);;65
2021;Berguedà;treballadors de baixa qualificació (%);;13,9
2021;Berguedà;població amb estudis baixos (%);b;16,2
2021;Berguedà;població jove sense estudis postobligatoris (%);b;26,3
2021;Berguedà;estrangers de països de renda baixa o mitjana (%);b;8,6
2021;Berguedà;renda mitjana per persona (€);;14404
2021;Cerdanya;població ocupada (%);;66,7
2021;Cerdanya;treballadors de baixa qualificació (%);;12,8
2021;Cerdanya;població amb estudis baixos (%);b;12,4
2021;Cerdanya;població jove sense estudis postobligatoris (%);b;26,8
2021;Cerdanya;estrangers de països de renda baixa o mitjana (%);b;11,1
2021;Cerdanya;renda mitjana per persona (€);;15162
2021;Conca de Barberà;població ocupada (%);;70,6
2021;Conca de Barberà;treballadors de baixa qualificació (%);;14,2
2021;Conca de Barberà;població amb estudis baixos (%);b;16,1
2021;Conca de Barberà;població jove sense estudis postobligatoris (%);b;26,4
2021;Conca de Barberà;estrangers de països de renda baixa o mitjana (%);b;11,1
2021;Conca de Barberà;renda mitjana per persona (€);;13894
2021;Garraf;població ocupada (%);;63,3
2021;Garraf;treballadors de baixa qualificació (%);;9,8
2021;Garraf;població amb estudis baixos (%);b;12,4
2021;Garraf;població jove sense estudis postobligatoris (%);b;25,2
2021;Garraf;estrangers de països de renda baixa o mitjana (%);b;8
2021;Garraf;renda mitjana per persona (€);;15267
2021;Garrigues;població ocupada (%);;68,4
2021;Garrigues;treballadors de baixa qualificació (%);;18
2021;Garrigues;població amb estudis baixos (%);b;19,4
2021;Garrigues;població jove sense estudis postobligatoris (%);b;28,8
2021;Garrigues;estrangers de països de renda baixa o mitjana (%);b;13,5
2021;Garrigues;renda mitjana per persona (€);;12573
2021;Garrotxa;població ocupada (%);;70,6
2021;Garrotxa;treballadors de baixa qualificació (%);;15,7
2021;Garrotxa;població amb estudis baixos (%);b;20
2021;Garrotxa;població jove sense estudis postobligatoris (%);b;33
2021;Garrotxa;estrangers de països de renda baixa o mitjana (%);b;15,2
2021;Garrotxa;renda mitjana per persona (€);;14565
2021;Gironès;població ocupada (%);;65,9
2021;Gironès;treballadors de baixa qualificació (%);;14,8
2021;Gironès;població amb estudis baixos (%);b;15,8
2021;Gironès;població jove sense estudis postobligatoris (%);b;30,8
2021;Gironès;estrangers de països de renda baixa o mitjana (%);b;18,3
2021;Gironès;renda mitjana per persona (€);;14348
2021;Maresme;població ocupada (%);;65,3
2021;Maresme;treballadors de baixa qualificació (%);;10,7
2021;Maresme;població amb estudis baixos (%);b;14,3
2021;Maresme;població jove sense estudis postobligatoris (%);b;24,9
2021;Maresme;estrangers de països de renda baixa o mitjana (%);b;9,7
2021;Maresme;renda mitjana per persona (€);;14784
2021;Moianès;població ocupada (%);;70,8
2021;Moianès;treballadors de baixa qualificació (%);;13,4
2021;Moianès;població amb estudis baixos (%);b;14,1
2021;Moianès;població jove sense estudis postobligatoris (%);b;27,3
2021;Moianès;estrangers de països de renda baixa o mitjana (%);b;7,7
2021;Moianès;renda mitjana per persona (€);;14599
2021;Montsià;població ocupada (%);;58,4
2021;Montsià;treballadors de baixa qualificació (%);;16,8
2021;Montsià;població amb estudis baixos (%);b;18,5
2021;Montsià;població jove sense estudis postobligatoris (%);b;31,8
2021;Montsià;estrangers de països de renda baixa o mitjana (%);b;15,4
2021;Montsià;renda mitjana per persona (€);;11376
2021;Noguera;població ocupada (%);;66,6
2021;Noguera;treballadors de baixa qualificació (%);;18,6
2021;Noguera;població amb estudis baixos (%);b;18,3
2021;Noguera;població jove sense estudis postobligatoris (%);b;37,2
2021;Noguera;estrangers de països de renda baixa o mitjana (%);b;17,1
2021;Noguera;renda mitjana per persona (€);;12790
2021;Osona;població ocupada (%);;70
2021;Osona;treballadors de baixa qualificació (%);;18,8
2021;Osona;població amb estudis baixos (%);b;16,3
2021;Osona;població jove sense estudis postobligatoris (%);b;31,3
2021;Osona;estrangers de països de renda baixa o mitjana (%);b;15
2021;Osona;renda mitjana per persona (€);;14530
2021;Pallars Jussà;població ocupada (%);;63,4
2021;Pallars Jussà;treballadors de baixa qualificació (%);;16,4
2021;Pallars Jussà;població amb estudis baixos (%);b;19,6
2021;Pallars Jussà;població jove sense estudis postobligatoris (%);b;22,9
2021;Pallars Jussà;estrangers de països de renda baixa o mitjana (%);b;12,5
2021;Pallars Jussà;renda mitjana per persona (€);;14318
2021;Pallars Sobirà;població ocupada (%);;71,1
2021;Pallars Sobirà;treballadors de baixa qualificació (%);;12,4
2021;Pallars Sobirà;població amb estudis baixos (%);b;12,6
2021;Pallars Sobirà;població jove sense estudis postobligatoris (%);b;14,4
2021;Pallars Sobirà;estrangers de països de renda baixa o mitjana (%);b;7,6
2021;Pallars Sobirà;renda mitjana per persona (€);;14887
2021;Pla d'Urgell;població ocupada (%);;70,4
2021;Pla d'Urgell;treballadors de baixa qualificació (%);;19,6
2021;Pla d'Urgell;població amb estudis baixos (%);b;18,9
2021;Pla d'Urgell;població jove sense estudis postobligatoris (%);b;32,8
2021;Pla d'Urgell;estrangers de països de renda baixa o mitjana (%);b;19,1
2021;Pla d'Urgell;renda mitjana per persona (€);;13090
2021;Pla de l'Estany;població ocupada (%);;72,4
2021;Pla de l'Estany;treballadors de baixa qualificació (%);;14,5
2021;Pla de l'Estany;població amb estudis baixos (%);b;15,7
2021;Pla de l'Estany;població jove sense estudis postobligatoris (%);b;30,9
2021;Pla de l'Estany;estrangers de països de renda baixa o mitjana (%);b;13,2
2021;Pla de l'Estany;renda mitjana per persona (€);;14862
2021;Priorat;població ocupada (%);;68,4
2021;Priorat;treballadors de baixa qualificació (%);;19
2021;Priorat;població amb estudis baixos (%);b;14,8
2021;Priorat;població jove sense estudis postobligatoris (%);b;23,4
2021;Priorat;estrangers de països de renda baixa o mitjana (%);b;9,3
2021;Priorat;renda mitjana per persona (€);;12939
2021;Ribera d'Ebre;població ocupada (%);;61,3
2021;Ribera d'Ebre;treballadors de baixa qualificació (%);;14,7
2021;Ribera d'Ebre;població amb estudis baixos (%);b;20,3
2021;Ribera d'Ebre;població jove sense estudis postobligatoris (%);b;28,7
2021;Ribera d'Ebre;estrangers de països de renda baixa o mitjana (%);b;11,9
2021;Ribera d'Ebre;renda mitjana per persona (€);;13474
2021;Ripollès;població ocupada (%);;70,2
2021;Ripollès;treballadors de baixa qualificació (%);;15,4
2021;Ripollès;població amb estudis baixos (%);b;17,3
2021;Ripollès;població jove sense estudis postobligatoris (%);b;27,9
2021;Ripollès;estrangers de països de renda baixa o mitjana (%);b;9,2
2021;Ripollès;renda mitjana per persona (€);;15128
2021;Segarra;població ocupada (%);;72,4
2021;Segarra;treballadors de baixa qualificació (%);;17,7
2021;Segarra;població amb estudis baixos (%);b;20,8
2021;Segarra;població jove sense estudis postobligatoris (%);b;36,5
2021;Segarra;estrangers de països de renda baixa o mitjana (%);b;27,2
2021;Segarra;renda mitjana per persona (€);;13280
2021;Segrià;població ocupada (%);;63,2
2021;Segrià;treballadors de baixa qualificació (%);;15,6
2021;Segrià;població amb estudis baixos (%);b;16,3
2021;Segrià;població jove sense estudis postobligatoris (%);b;32,4
2021;Segrià;estrangers de països de renda baixa o mitjana (%);b;18
2021;Segrià;renda mitjana per persona (€);;13504
2021;Selva;població ocupada (%);;60,4
2021;Selva;treballadors de baixa qualificació (%);;15,6
2021;Selva;població amb estudis baixos (%);b;16,7
2021;Selva;població jove sense estudis postobligatoris (%);b;36,4
2021;Selva;estrangers de països de renda baixa o mitjana (%);b;16
2021;Selva;renda mitjana per persona (€);;12534
2021;Solsonès;població ocupada (%);;71
2021;Solsonès;treballadors de baixa qualificació (%);;17
2021;Solsonès;població amb estudis baixos (%);b;17,8
2021;Solsonès;població jove sense estudis postobligatoris (%);b;24
2021;Solsonès;estrangers de països de renda baixa o mitjana (%);b;10,2
2021;Solsonès;renda mitjana per persona (€);;13470
2021;Tarragonès;població ocupada (%);;60,9
2021;Tarragonès;treballadors de baixa qualificació (%);;11,3
2021;Tarragonès;població amb estudis baixos (%);b;14,8
2021;Tarragonès;població jove sense estudis postobligatoris (%);b;30,1
2021;Tarragonès;estrangers de països de renda baixa o mitjana (%);b;15,4
2021;Tarragonès;renda mitjana per persona (€);;13815
2021;Terra Alta;població ocupada (%);;68
2021;Terra Alta;treballadors de baixa qualificació (%);;14,7
2021;Terra Alta;població amb estudis baixos (%);b;24,1
2021;Terra Alta;població jove sense estudis postobligatoris (%);b;26,8
2021;Terra Alta;estrangers de països de renda baixa o mitjana (%);b;10,9
2021;Terra Alta;renda mitjana per persona (€);;11527
2021;Urgell;població ocupada (%);;68,1
2021;Urgell;treballadors de baixa qualificació (%);;17,3
2021;Urgell;població amb estudis baixos (%);b;16,6
2021;Urgell;població jove sense estudis postobligatoris (%);b;29,4
2021;Urgell;estrangers de països de renda baixa o mitjana (%);b;18,2
2021;Urgell;renda mitjana per persona (€);;12735
2021;Vallès Occidental;població ocupada (%);;67,4
2021;Vallès Occidental;treballadors de baixa qualificació (%);;11,4
2021;Vallès Occidental;població amb estudis baixos (%);b;13,8
2021;Vallès Occidental;població jove sense estudis postobligatoris (%);b;24,9
2021;Vallès Occidental;estrangers de països de renda baixa o mitjana (%);b;9,7
2021;Vallès Occidental;renda mitjana per persona (€);;15164
2021;Vallès Oriental;població ocupada (%);;68,6
2021;Vallès Oriental;treballadors de baixa qualificació (%);;13,6
2021;Vallès Oriental;població amb estudis baixos (%);b;14,4
2021;Vallès Oriental;població jove sense estudis postobligatoris (%);b;25,7
2021;Vallès Oriental;estrangers de països de renda baixa o mitjana (%);b;7,9
2021;Vallès Oriental;renda mitjana per persona (€);;14800
